,0
391,"(0.49518587589263924, 'Severe Thunderstorms', [(0.8000000000000002, 'Thunderstorm Wind'), (0.12, 'Hail'), (0.08, 'Lightning')])"
392,"(0.446862028290828, 'Severe Thunderstorms', [(0.5833333333333333, 'Thunderstorm Wind'), (0.3958333333333332, 'Hail'), (0.020833333333333332, 'Flash Flood')])"
393,"(0.3816573981727872, 'Hurricane Dolly', [(0.26190476190476186, 'Tropical Storm'), (0.14285714285714285, 'Storm Surge/tide'), (0.09523809523809523, 'Tornado'), (0.09523809523809523, 'Heavy Rain'), (0.09523809523809523, 'Drought'), (0.07142857142857142, 'Tropical Depression'), (0.07142857142857142, 'Flash Flood'), (0.047619047619047616, 'Thunderstorm Wind'), (0.047619047619047616, 'Hurricane (typhoon)'), (0.047619047619047616, 'Funnel Cloud'), (0.023809523809523808, 'Excessive Heat')])"
394,"(0.4288075268268582, 'Severe Thunderstorms', [(0.4999999999999996, 'Thunderstorm Wind'), (0.4999999999999996, 'Hail')])"
395,"(0.4226108245989856, 'Severe Thunderstorms', [(0.5, 'Hail'), (0.4705882352941177, 'Thunderstorm Wind'), (0.029411764705882353, 'Lightning')])"
396,"(0.5241255638775999, 'Severe Thunderstorms', [(0.9259259259259254, 'Thunderstorm Wind'), (0.037037037037037035, 'Strong Wind'), (0.037037037037037035, 'Hail')])"
397,"(0.4773516966853031, 'Severe Thunderstorms', [(0.6511627906976745, 'Thunderstorm Wind'), (0.13953488372093023, 'Tropical Storm'), (0.11627906976744186, 'Strong Wind'), (0.09302325581395349, 'Storm Surge/tide')])"
398,"(0.3923016587893168, 'Severe Thunderstorms', [(0.6666666666666666, 'Hail'), (0.3333333333333333, 'Thunderstorm Wind')])"
399,"(0.35573744773864746, 'Severe Storms', [(0.4, 'Heat'), (0.30000000000000004, 'Thunderstorm Wind'), (0.1, 'Lightning'), (0.1, 'Flood'), (0.1, 'Flash Flood')])"
400,"(0.6236477163102891, 'Tropical Storm Fay', [(0.4074074074074074, 'Tropical Storm'), (0.2222222222222222, 'Flood'), (0.14814814814814814, 'Tornado'), (0.1111111111111111, 'Flash Flood'), (0.07407407407407407, 'Storm Surge/tide'), (0.037037037037037035, 'Hail')])"
401,"(0.899382849534353, 'Tropical Storm Fay', [(0.9523809523809528, 'Tropical Storm'), (0.047619047619047616, 'Flash Flood')])"
402,"(0.39151883125305176, 'Tropical Storm Fay', [(1.0, 'Tornado')])"
403,"(0, '', [])"
404,"(0, '', [])"
405,"(0, '', [])"
406,"(0, '', [])"
407,"(0.6093086151556033, 'Hurricane Gustav', [(0.43678160919540193, 'Hurricane (typhoon)'), (0.3678160919540227, 'Tropical Storm'), (0.13793103448275862, 'Storm Surge/tide'), (0.04597701149425287, 'Flash Flood'), (0.011494252873563218, 'Tornado')])"
408,"(0.6093086151556033, 'Hurricane Gustav', [(0.43678160919540193, 'Hurricane (typhoon)'), (0.3678160919540227, 'Tropical Storm'), (0.13793103448275862, 'Storm Surge/tide'), (0.04597701149425287, 'Flash Flood'), (0.011494252873563218, 'Tornado')])"
409,"(0.49930248869226335, 'Tropical Storm Hanna', [(0.3404255319148935, 'Flash Flood'), (0.2127659574468085, 'Tropical Storm'), (0.2127659574468085, 'Strong Wind'), (0.10638297872340426, 'High Wind'), (0.0851063829787234, 'Heavy Rain'), (0.02127659574468085, 'Storm Surge/tide'), (0.02127659574468085, 'Rip Current')])"
410,"(0.4931497510966905, 'Tropical Storm Hanna', [(0.3761467889908257, 'Flash Flood'), (0.3302752293577982, 'Heavy Rain'), (0.2018348623853211, 'Tropical Storm'), (0.09174311926605505, 'Flood')])"
411,"(0.49930248869226335, 'Tropical Storm Hanna', [(0.3404255319148935, 'Flash Flood'), (0.2127659574468085, 'Tropical Storm'), (0.2127659574468085, 'Strong Wind'), (0.10638297872340426, 'High Wind'), (0.0851063829787234, 'Heavy Rain'), (0.02127659574468085, 'Storm Surge/tide'), (0.02127659574468085, 'Rip Current')])"
412,"(0.6034869362373609, 'Hurricane Ike', [(0.43243243243243246, 'Hurricane (typhoon)'), (0.40540540540540543, 'Storm Surge/tide'), (0.08108108108108109, 'Tropical Storm'), (0.05405405405405406, 'Flash Flood'), (0.02702702702702703, 'High Surf')])"
413,"(0.6034869362373609, 'Hurricane Ike', [(0.43243243243243246, 'Hurricane (typhoon)'), (0.40540540540540543, 'Storm Surge/tide'), (0.08108108108108109, 'Tropical Storm'), (0.05405405405405406, 'Flash Flood'), (0.02702702702702703, 'High Surf')])"
414,"(0.6034869362373609, 'Hurricane Ike', [(0.43243243243243246, 'Hurricane (typhoon)'), (0.40540540540540543, 'Storm Surge/tide'), (0.08108108108108109, 'Tropical Storm'), (0.05405405405405406, 'Flash Flood'), (0.02702702702702703, 'High Surf')])"
415,"(0, '', [])"
416,"(0.434588947892189, 'Hurricane Ike', [(0.39999999999999997, 'Tropical Storm'), (0.3, 'Storm Surge/tide'), (0.25, 'Tornado'), (0.05, 'Hurricane (typhoon)')])"
417,"(0.6034869362373609, 'Hurricane Ike', [(0.43243243243243246, 'Hurricane (typhoon)'), (0.40540540540540543, 'Storm Surge/tide'), (0.08108108108108109, 'Tropical Storm'), (0.05405405405405406, 'Flash Flood'), (0.02702702702702703, 'High Surf')])"
418,"(0.43315622662052944, 'Hurricane Ike', [(0.5151515151515149, 'Tropical Storm'), (0.48484848484848464, 'Tornado')])"
419,"(0.4909953979982271, 'Hurricane Ike', [(0.7222222222222224, 'Tropical Storm'), (0.16666666666666669, 'Hurricane (typhoon)'), (0.05555555555555555, 'Thunderstorm Wind'), (0.027777777777777776, 'Tornado'), (0.027777777777777776, 'Flash Flood')])"
420,"(0.4909953979982271, 'Hurricane Ike', [(0.7222222222222224, 'Tropical Storm'), (0.16666666666666669, 'Hurricane (typhoon)'), (0.05555555555555555, 'Thunderstorm Wind'), (0.027777777777777776, 'Tornado'), (0.027777777777777776, 'Flash Flood')])"
421,"(0.24479593336582176, 'Tropical Depression Ike', [(0.9999999999999997, 'High Wind')])"
422,"(0.7246466764697336, 'Wind Storm', [(0.9506172839506193, 'High Wind'), (0.04938271604938271, 'Strong Wind')])"
423,"(0.7246466764697336, 'Wind Storm', [(0.9506172839506193, 'High Wind'), (0.04938271604938271, 'Strong Wind')])"
424,"(0.7007918871310826, 'Wind Storm', [(0.8674698795180732, 'High Wind'), (0.04819277108433735, 'Strong Wind'), (0.04819277108433735, 'Flood'), (0.03614457831325302, 'Flash Flood')])"
425,"(0.7246466764697336, 'Wind Storm', [(0.9506172839506193, 'High Wind'), (0.04938271604938271, 'Strong Wind')])"
426,"(0.22314962229611005, 'Hurricane Ike', [(0.9506172839506193, 'High Wind'), (0.04938271604938271, 'Strong Wind')])"
427,"(0.7222873568534849, 'Wind Storm', [(0.9999999999999997, 'High Wind')])"
428,"(0.2922862174530182, 'Hurricane Ike', [(0.33870967741935465, 'High Wind'), (0.27419354838709664, 'Flood'), (0.24193548387096764, 'Flash Flood'), (0.14516129032258063, 'Strong Wind')])"
429,"(0.28304128012349516, 'Hurricane Ike', [(0.41935483870967716, 'High Wind'), (0.30645161290322565, 'Flash Flood'), (0.12903225806451613, 'Strong Wind'), (0.11290322580645161, 'Flood'), (0.03225806451612903, 'Tropical Storm')])"
430,"(0.24790423341533688, 'Tropical Depression Ike', [(0.8382352941176459, 'High Wind'), (0.14705882352941177, 'Strong Wind'), (0.014705882352941176, 'Wildfire')])"
431,"(0.7182263263008164, 'High Winds', [(0.8382352941176459, 'High Wind'), (0.14705882352941177, 'Strong Wind'), (0.014705882352941176, 'Wildfire')])"
432,"(0.24790423341533688, 'Tropical Depression Ike', [(0.8382352941176459, 'High Wind'), (0.14705882352941177, 'Strong Wind'), (0.014705882352941176, 'Wildfire')])"
433,"(0.246509008737932, 'Tropical Depression Ike', [(0.8674698795180732, 'High Wind'), (0.04819277108433735, 'Strong Wind'), (0.04819277108433735, 'Flood'), (0.03614457831325302, 'Flash Flood')])"
434,"(0.24603558561684222, 'Tropical Depression Ike', [(0.9506172839506193, 'High Wind'), (0.04938271604938271, 'Strong Wind')])"
435,"(0, '', [])"
436,"(0.41809968153635657, 'Severe Storm', [(0.6666666666666666, 'Strong Wind'), (0.3333333333333333, 'High Wind')])"
437,"(0.6518413562041064, 'Snow Storm', [(0.5641025641025643, 'Heavy Snow'), (0.3846153846153847, 'Winter Weather'), (0.05128205128205128, 'Winter Storm')])"
438,"(0.6606679805393877, 'Snow Storm', [(0.689655172413793, 'Heavy Snow'), (0.24137931034482762, 'Winter Weather'), (0.034482758620689655, 'Strong Wind'), (0.034482758620689655, 'Ice Storm')])"
439,"(0.8304139402779664, 'Ice Storm', [(0.4318181818181817, 'Ice Storm'), (0.3636363636363636, 'Winter Storm'), (0.20454545454545459, 'Winter Weather')])"
440,"(0.40107571807774633, 'Ice Storm', [(0.6363636363636365, 'Flood'), (0.36363636363636365, 'Heavy Rain')])"
441,"(0.3758283853530884, 'Ice Storm', [(0.6666666666666666, 'High Wind'), (0.3333333333333333, 'Coastal Flood')])"
442,"(0.793676915650185, 'Ice Storm', [(0.9807692307692316, 'Winter Storm'), (0.019230769230769232, 'Lake-effect Snow')])"
443,"(0.4512427250544231, 'Ice Storm', [(0.6666666666666667, 'Strong Wind'), (0.3333333333333333, 'Winter Weather')])"
444,"(0.4512427250544231, 'Ice Storm', [(0.6666666666666667, 'Strong Wind'), (0.3333333333333333, 'Winter Weather')])"
445,"(0.31088313460350037, 'Lightning', [(1.0, 'Flash Flood')])"
446,"(0.4283738434314728, 'Wind Storm', [(1.0, 'Flood')])"
447,"(0.7223196940601996, 'Wind Storm', [(0.7924528301886792, 'High Wind'), (0.20754716981132074, 'Winter Storm')])"
448,"(0.7223196940601996, 'Wind Storm', [(0.7924528301886792, 'High Wind'), (0.20754716981132074, 'Winter Storm')])"
449,"(0.5013962564644988, 'Severe Storm', [(0.8888888888888884, 'Winter Weather'), (0.07407407407407407, 'High Wind'), (0.037037037037037035, 'Wildfire')])"
450,"(0.5996560202195093, 'High Winds', [(0.7307692307692305, 'Strong Wind'), (0.2692307692307693, 'High Wind')])"
451,"(0, '', [])"
452,"(0.8452376536722099, 'Ice Storm', [(0.44715447154471505, 'Ice Storm'), (0.41463414634146306, 'Winter Storm'), (0.0813008130081301, 'Winter Weather'), (0.024390243902439025, 'Heavy Snow'), (0.016260162601626018, 'Sleet'), (0.016260162601626018, 'Flash Flood')])"
453,"(0.8452376536722099, 'Ice Storm', [(0.44715447154471505, 'Ice Storm'), (0.41463414634146306, 'Winter Storm'), (0.0813008130081301, 'Winter Weather'), (0.024390243902439025, 'Heavy Snow'), (0.016260162601626018, 'Sleet'), (0.016260162601626018, 'Flash Flood')])"
454,"(0.5814058716808045, 'Ice Storm', [(0.6428571428571427, 'Heavy Snow'), (0.32142857142857134, 'Winter Storm'), (0.03571428571428571, 'Blizzard')])"
455,"(0, '', [])"
456,"(0.5265241861343384, 'Ice Storm', [(1.0, 'Winter Weather')])"
457,"(0.5265241861343384, 'Ice Storm', [(1.0, 'Winter Weather')])"
458,"(0.3931785151362419, 'Ice Storm', [(0.75, 'Flood'), (0.25, 'Strong Wind')])"
459,"(0.5265241861343384, 'Ice Storm', [(1.0, 'Winter Weather')])"
460,"(0.444414921104908, 'Ice/Snow Storm', [(0.75, 'Flood'), (0.25, 'Strong Wind')])"
461,"(0, '', [])"
462,"(0.3931785151362419, 'Ice Storm', [(0.75, 'Flood'), (0.25, 'Strong Wind')])"
463,"(0, '', [])"
464,"(0, '', [])"
465,"(0.4285336509346962, 'Winter Storm', [(0.75, 'Flood'), (0.25, 'Strong Wind')])"
466,"(0, '', [])"
467,"(0, '', [])"
468,"(0, '', [])"
469,"(0, '', [])"
470,"(0.5505414553310559, 'High Winds', [(0.6956521739130432, 'Thunderstorm Wind'), (0.13043478260869565, 'High Wind'), (0.08695652173913043, 'Wildfire'), (0.08695652173913043, 'Hail')])"
471,"(0.4456203562708995, 'Severe Thunderstorms', [(0.5384615384615375, 'Thunderstorm Wind'), (0.4230769230769226, 'High Wind'), (0.019230769230769232, 'Strong Wind'), (0.01282051282051282, 'Hail'), (0.00641025641025641, 'Heavy Rain')])"
472,"(0.511198243924549, 'Severe Thunderstorms', [(0.8690476190476181, 'Thunderstorm Wind'), (0.11904761904761904, 'High Wind'), (0.011904761904761904, 'Hail')])"
473,"(0.4266532614827161, 'Severe Thunderstorms', [(0.5333333333333339, 'High Wind'), (0.4583333333333339, 'Thunderstorm Wind'), (0.008333333333333333, 'Hail')])"
474,"(0.48274946277556186, 'Severe Thunderstorms', [(0.7391304347826083, 'Thunderstorm Wind'), (0.19565217391304346, 'High Wind'), (0.021739130434782608, 'Tornado'), (0.021739130434782608, 'Hail'), (0.021739130434782608, 'Funnel Cloud')])"
475,"(0.511198243924549, 'Severe Thunderstorms', [(0.8690476190476181, 'Thunderstorm Wind'), (0.11904761904761904, 'High Wind'), (0.011904761904761904, 'Hail')])"
476,"(0.5188901765005931, 'Severe Thunderstorms', [(0.9047619047619051, 'Thunderstorm Wind'), (0.09523809523809523, 'Flood')])"
477,"(0.5383251309394836, 'Severe Thunderstorms', [(1.0, 'Thunderstorm Wind')])"
478,"(0.48274946277556186, 'Severe Thunderstorms', [(0.7391304347826083, 'Thunderstorm Wind'), (0.19565217391304346, 'High Wind'), (0.021739130434782608, 'Tornado'), (0.021739130434782608, 'Hail'), (0.021739130434782608, 'Funnel Cloud')])"
479,"(0.4456203562708995, 'Severe Thunderstorms', [(0.5384615384615375, 'Thunderstorm Wind'), (0.4230769230769226, 'High Wind'), (0.019230769230769232, 'Strong Wind'), (0.01282051282051282, 'Hail'), (0.00641025641025641, 'Heavy Rain')])"
480,"(0.4456203562708995, 'Severe Thunderstorms', [(0.5384615384615375, 'Thunderstorm Wind'), (0.4230769230769226, 'High Wind'), (0.019230769230769232, 'Strong Wind'), (0.01282051282051282, 'Hail'), (0.00641025641025641, 'Heavy Rain')])"
481,"(0.4266532614827161, 'Severe Thunderstorms', [(0.5333333333333339, 'High Wind'), (0.4583333333333339, 'Thunderstorm Wind'), (0.008333333333333333, 'Hail')])"
482,"(0.7567283511161806, 'High Winds', [(1.0000000000000002, 'High Wind')])"
483,"(0.7355598626392235, 'High Winds', [(0.9285714285714295, 'High Wind'), (0.05357142857142857, 'Strong Wind'), (0.017857142857142856, 'Flood')])"
484,"(0, '', [])"
485,"(0.3627796769142151, 'Ice/Snow Storm', [(1.0, 'Heavy Snow')])"
486,"(0.7964713364452514, 'Winter Storm', [(0.4935064935064936, 'Winter Storm'), (0.25974025974025977, 'Heavy Snow'), (0.2467532467532468, 'Winter Weather')])"
487,"(0, '', [])"
488,"(0.368862549331453, 'Severe Thunderstorms', [(0.6888888888888887, 'Hail'), (0.18666666666666668, 'Thunderstorm Wind'), (0.08444444444444445, 'Tornado'), (0.02666666666666667, 'Strong Wind'), (0.008888888888888889, 'Funnel Cloud'), (0.0044444444444444444, 'Flash Flood')])"
489,"(0.37676368434946017, 'Severe Thunderstorms', [(0.566433566433566, 'Hail'), (0.19580419580419595, 'Thunderstorm Wind'), (0.18181818181818193, 'Tornado'), (0.027972027972027972, 'Lightning'), (0.027972027972027972, 'Funnel Cloud')])"
490,"(0.35254326928406954, 'High Winds', [(0.390625, 'Flash Flood'), (0.25, 'Thunderstorm Wind'), (0.15625, 'Hail'), (0.09375, 'Tornado'), (0.03125, 'Lightning'), (0.03125, 'Heavy Rain'), (0.03125, 'Funnel Cloud'), (0.015625, 'Flood')])"
491,"(0.5422130568070457, 'Severe Thunderstorm', [(0.37837837837837857, 'Thunderstorm Wind'), (0.24324324324324315, 'Tornado'), (0.17117117117117114, 'Flash Flood'), (0.0900900900900901, 'High Wind'), (0.0900900900900901, 'Hail'), (0.02702702702702703, 'Heavy Rain')])"
492,"(0.5421998033652435, 'Severe Thunderstorm', [(0.40540540540540543, 'Thunderstorm Wind'), (0.1891891891891892, 'Tornado'), (0.1891891891891892, 'Hail'), (0.16216216216216217, 'Flash Flood'), (0.02702702702702703, 'Heavy Rain'), (0.02702702702702703, 'Flood')])"
493,"(0.3837341731414199, 'Severe Thunderstorms', [(0.59375, 'Hail'), (0.28125, 'Thunderstorm Wind'), (0.0625, 'Flash Flood'), (0.03125, 'Tornado'), (0.03125, 'Lightning')])"
494,"(0.43493620478189843, 'Severe Storms', [(0.6318681318681306, 'Thunderstorm Wind'), (0.21978021978021986, 'Hail'), (0.05494505494505495, 'Lightning'), (0.04395604395604396, 'Flash Flood'), (0.038461538461538464, 'Tornado'), (0.005494505494505495, 'High Wind'), (0.005494505494505495, 'Funnel Cloud')])"
495,"(0.4302796548918673, 'Severe Storm', [(0.5263157894736842, 'Thunderstorm Wind'), (0.3684210526315789, 'Hail'), (0.05263157894736842, 'Tornado'), (0.05263157894736842, 'Flash Flood')])"
496,"(0.5138214905605168, 'Severe Thunderstorms', [(0.8939393939393933, 'Thunderstorm Wind'), (0.06060606060606061, 'Hail'), (0.022727272727272728, 'Lightning'), (0.015151515151515152, 'Funnel Cloud'), (0.007575757575757576, 'Tornado')])"
497,"(0.47588108440763077, 'Severe Thunderstorms', [(0.7105263157894739, 'Thunderstorm Wind'), (0.2368421052631578, 'Hail'), (0.039473684210526314, 'Flash Flood'), (0.013157894736842105, 'Tornado')])"
498,"(0.6979825132422979, 'Severe Thunderstorm', [(0.8888888888888891, 'Thunderstorm Wind'), (0.1111111111111111, 'Hail')])"
499,"(0.48330235252013565, 'Severe Storm', [(0.46153846153846145, 'Thunderstorm Wind'), (0.423076923076923, 'Flash Flood'), (0.11538461538461539, 'Tornado')])"
500,"(0.4759070964959951, 'Severe Thunderstorms', [(0.38461538461538464, 'Heavy Rain'), (0.3076923076923077, 'Flash Flood'), (0.23076923076923078, 'Thunderstorm Wind'), (0.07692307692307693, 'Lightning')])"
501,"(0.4274469166994095, 'Severe Thunderstorms', [(0.5, 'Thunderstorm Wind'), (0.30000000000000004, 'Flash Flood'), (0.1, 'Hail'), (0.1, 'Flood')])"
502,"(0.4374661709774623, 'Severe Thunderstorms', [(0.49999999999999983, 'Thunderstorm Wind'), (0.3636363636363636, 'Hail'), (0.045454545454545456, 'Lightning'), (0.045454545454545456, 'Flash Flood'), (0.022727272727272728, 'Tornado'), (0.022727272727272728, 'Heavy Rain')])"
503,"(0.3544160391796719, 'Thunderstorms', [(0.6590909090909088, 'Hail'), (0.25000000000000006, 'Thunderstorm Wind'), (0.06818181818181818, 'Lightning'), (0.022727272727272728, 'High Wind')])"
504,"(0.44426591573534774, 'Severe Thunderstorm', [(0.7567567567567564, 'Hail'), (0.21621621621621623, 'Thunderstorm Wind'), (0.02702702702702703, 'Tornado')])"
505,"(0.4052507420155133, 'Thunderstorms', [(0.4999999999999997, 'Thunderstorm Wind'), (0.2613636363636363, 'Flash Flood'), (0.10227272727272729, 'Hail'), (0.045454545454545456, 'Lightning'), (0.045454545454545456, 'Heavy Rain'), (0.022727272727272728, 'Flood'), (0.011363636363636364, 'Tornado'), (0.011363636363636364, 'Funnel Cloud')])"
506,"(0.3886325027369248, 'Thunderstorms', [(0.4556962025316459, 'Thunderstorm Wind'), (0.2911392405063293, 'Flash Flood'), (0.1645569620253165, 'Hail'), (0.06329113924050633, 'Flood'), (0.012658227848101266, 'Tornado'), (0.012658227848101266, 'Heavy Rain')])"
507,"(0.3315724581480026, 'Thunderstorms', [(0.6666666666666666, 'Hail'), (0.16666666666666666, 'Thunderstorm Wind'), (0.16666666666666666, 'Flash Flood')])"
508,"(0.5090609283550925, 'Severe Thunderstorms', [(0.6956521739130432, 'Thunderstorm Wind'), (0.13043478260869565, 'Heavy Rain'), (0.13043478260869565, 'Hail'), (0.043478260869565216, 'Flood')])"
509,"(0.4537006085333616, 'Thunderstorms', [(0.7391304347826084, 'Thunderstorm Wind'), (0.21739130434782608, 'Hail'), (0.043478260869565216, 'Lightning')])"
510,"(0.39207332705458003, 'Thunderstorms', [(0.5, 'Thunderstorm Wind'), (0.29166666666666663, 'Hail'), (0.125, 'Lightning'), (0.08333333333333333, 'Funnel Cloud')])"
511,"(0.35639607906341547, 'Severe Storms', [(0.9999999999999998, 'High Wind')])"
512,"(0.48405119134829544, 'Winter Storm', [(0.7846153846153836, 'Thunderstorm Wind'), (0.2, 'Flash Flood'), (0.015384615384615385, 'Flood')])"
513,"(0.47627300435099096, 'Winter Storm', [(0.7241379310344827, 'Thunderstorm Wind'), (0.13793103448275862, 'High Wind'), (0.10344827586206896, 'Strong Wind'), (0.034482758620689655, 'Tornado')])"
514,"(0.5816876311456001, 'High Winds and Rain', [(0.37096774193548365, 'High Wind'), (0.27419354838709664, 'Heavy Rain'), (0.24193548387096764, 'Flood'), (0.03225806451612903, 'Flash Flood'), (0.03225806451612903, 'Debris Flow'), (0.016129032258064516, 'Strong Wind'), (0.016129032258064516, 'Heavy Snow'), (0.016129032258064516, 'Dust Storm')])"
515,"(0, '', [])"
